,id,status,visit_datetime,datetime,event_no,bodyweight,max_Ftot,max_Fx,max_Fy,time_max_Ftot,Fx_maxFtot,Fy_maxFtot,time_max_Fx,time_max_Fy,max_Fz,time_max_Fz,species,sex,age,bw_filled
0,3B00190DF0,Arrive,2024-12-13 09:07:04.359618,2024-12-13 09:07:04.424,1-2024-12-13,0.17615658428714268,1.091124410745232,0.8657484591024821,0.059427461691171406,1.442,0.8555682413192897,-0.6665153400617732,1.44,1.06,0.06737391765765044,0.115,greti,M,6,1
1,3B00190DF0,Depart,2024-12-13 09:07:06.771829,2024-12-13 09:07:04.424,1-2024-12-13,0.17615658428714265,1.091124410745232,0.8657484591024821,0.059427461691171406,1.442,0.8555682413192897,-0.6665153400617732,1.44,1.06,0.06737391765765044,0.115,greti,M,6,1
2,3B00192E1E,Arrive,2024-12-13 09:20:15.615671,2024-12-13 09:20:17.425,2-2024-12-13,0.09791502381980567,0.4403778950140241,0.3389022513703266,0.01753975979075332,0.726,0.3389022513703266,-0.28084128452776724,0.726,0.041,0.019399044826009116,0.668,bluti,M,6,0
3,3B00192E1E,Depart,2024-12-13 09:20:18.829954,2024-12-13 09:20:17.425,2-2024-12-13,0.09791502381980567,0.4403778950140241,0.3389022513703266,0.01753975979075332,0.726,0.3389022513703266,-0.28084128452776724,0.726,0.041,0.019399044826009116,0.668,bluti,M,6,0
4,01103F97C4,Arrive,2024-12-13 09:21:08.589066,2024-12-13 09:21:09.425,3-2024-12-13,0.1598146914690822,1.1374144631460434,0.7984046841671543,0.05858800844150056,0.001,0.7984046841671543,-0.8100632681706861,0.001,1.605,0.058527525808109444,2.653,greti,M ,5,1
5,01103F97C4,Arrive,2024-12-13 09:22:08.713386,2024-12-13 09:22:09.424,4-2024-12-13,0.1526942817919549,0.7799371878454355,0.5600093779674971,0.04371495280581481,2.021,0.5286163263540216,-0.5456745811936649,2.015,1.161,0.17657340147476294,2.022,greti,M ,5,0
6,01103F97C4,Depart,2024-12-13 09:22:12.734375,2024-12-13 09:22:09.424,4-2024-12-13,0.1526942817919549,0.7799371878454355,0.5600093779674971,0.04371495280581481,2.021,0.5286163263540216,-0.5456745811936649,2.015,1.161,0.17657340147476294,2.022,greti,M ,5,0
7,3B001874E8,Arrive,2024-12-13 09:22:50.241323,2024-12-13 09:22:51.425,5-2024-12-13,0.09506423761450596,0.15614588594785234,0.15596746702884623,0.025750197934851147,0.691,0.15596746702884623,0.005989739298307821,0.691,0.46,0.020900494921530437,0.708,bluti,F,6,0
8,3B001874E8,Depart,2024-12-13 09:22:54.059738,2024-12-13 09:22:51.425,5-2024-12-13,0.09506423761450596,0.15614588594785234,0.15596746702884623,0.025750197934851147,0.691,0.15596746702884623,0.005989739298307821,0.691,0.46,0.020900494921530437,0.708,bluti,F,6,0
9,01103FD2E8,Arrive,2024-12-13 09:23:25.099862,2024-12-13 09:23:26.425,6-2024-12-13,0.13813345677345182,0.8482062628700514,0.6434959745386315,0.03511734900086002,0.485,0.640524727900349,-0.5371893998954937,0.484,0.145,0.025222956948214144,0.125,greti,F ,5,1
10,01103FD2E8,Depart,2024-12-13 09:23:27.510621,2024-12-13 09:23:26.425,6-2024-12-13,0.13813345677345182,0.8482062628700514,0.6434959745386315,0.03511734900086002,0.485,0.640524727900349,-0.5371893998954937,0.484,0.145,0.025222956948214144,0.125,greti,F ,5,1
11,3B00190DF0,Arrive,2024-12-13 09:23:30.297205,2024-12-13 09:23:31.425,7-2024-12-13,0.17615658428714265,0.9694651146489769,0.6481685427617415,0.062425804604580984,0.561,0.6255704289016889,-0.7397805689585455,0.556,0.51,0.10886578044097668,0.535,greti,M,6,1
12,3B00190DF0,Depart,2024-12-13 09:23:33.311305,2024-12-13 09:23:31.425,7-2024-12-13,0.17615658428714265,0.9694651146489769,0.6481685427617415,0.062425804604580984,0.561,0.6255704289016889,-0.7397805689585455,0.556,0.51,0.10886578044097668,0.535,greti,M,6,1
13,3B004AB6A7,Arrive,2024-12-13 09:23:33.634264,2024-12-13 09:23:34.425,8-2024-12-13,0.1024660226264808,0.5419556635819333,0.43002008331126756,0.028267697904662242,1.76,0.42287845211658764,-0.3267206590766177,1.758,1.475,0.018556670674597743,1.462,bluti,M,5,0
14,3B004AB6A7,Depart,2024-12-13 09:23:37.450448,2024-12-13 09:23:34.425,8-2024-12-13,0.1024660226264808,0.5419556635819333,0.43002008331126756,0.028267697904662242,1.76,0.42287845211658764,-0.3267206590766177,1.758,1.475,0.018556670674597743,1.462,bluti,M,5,0
15,01103F97C4,Arrive,2024-12-13 09:23:54.840245,2024-12-13 09:23:56.425,9-2024-12-13,0.15981469146908223,0.7960990332112357,0.5972081371580843,0.03773586669690319,1.001,0.5927005998496915,-0.4903417406391124,0.999,1.676,0.04582205952826887,0.443,greti,M ,5,1
16,3B00192E1E,Arrive,2024-12-13 09:24:12.439992,2024-12-13 09:24:13.424,10-2024-12-13,0.09477079434220155,0.1943100309751901,0.19364330984816883,0.022171646793894963,0.623,0.19364330984816883,0.007717839381636152,0.623,0.282,0.02989528946971016,0.639,bluti,M,6,0
17,3B00192E1E,Depart,2024-12-13 09:24:15.257773,2024-12-13 09:24:13.424,10-2024-12-13,0.09477079434220155,0.1943100309751901,0.19364330984816883,0.022171646793894963,0.623,0.19364330984816883,0.007717839381636152,0.623,0.282,0.02989528946971016,0.639,bluti,M,6,0
18,3B00192E1E,Arrive,2024-12-13 09:24:15.417504,2024-12-13 09:24:13.424,10-2024-12-13,0.09477079434220155,0.1943100309751901,0.19364330984816883,0.022171646793894963,0.623,0.19364330984816883,0.007717839381636152,0.623,0.282,0.02989528946971016,0.639,bluti,M,6,0
19,3B00190DF0,Arrive,2024-12-13 09:24:43.199566,2024-12-13 09:24:44.425,11-2024-12-13,0.16868202377088085,1.0763705951539673,0.8092651526876389,0.0380958004221096,0.365,0.7920527760521269,-0.7188366122430525,0.362,0.388,0.008704650528040321,0.322,greti,M,6,0
