,id,visit,visit_datetime,group,scare_control,scare_outcome,day,datetime,event_no,bodyweight,max_Ftot,max_Fx,max_Fy,time_max_Ftot,Fx_maxFtot,Fy_maxFtot,time_max_Fx,time_max_Fy,max_Fz,time_max_Fz,species,sex,age,exp_order,prev_scares,bw_filled
53,3B0018C6F9,not first visit,2024-12-12 10:04:29.605624,control,nah,0.0,2024-12-12,2024-12-12 10:04:30.704,103-2024-12-12,0.09403809307273955,0.3280437568546688,0.2736097318714704,0.023396424222817954,1.521,0.2695158087039032,-0.17424219009259087,1.519,0.669,0.03081283964624456,1.365,bluti,M,6,1,0.0,1
54,3B0018A99B,not first visit,2024-12-12 10:04:49.481938,control,nah,0.0,2024-12-12,2024-12-12 10:04:50.704,104-2024-12-12,0.09575324175177652,0.2553887592736237,0.21360485020192188,0.04922537867292506,1.946,0.21292654938739589,-0.13968283528790826,1.945,0.177,0.03463922158049666,1.953,bluti,M,5,1,0.0,1
55,01103F97C4,not first visit,2024-12-12 10:05:32.712310,control,nah,0.0,2024-12-12,2024-12-12 10:05:32.704,105-2024-12-12,0.18306894265391516,0.9042288909777795,0.724637030816833,0.06510227231253202,1.523,0.7040162934987371,-0.5424092012262752,1.519,0.835,0.17592548253671503,1.52,greti,M ,5,1,0.0,1
56,3B0019F652,first visit,2024-12-12 10:19:29.674965,control,nah,0.0,2024-12-12,2024-12-12 10:19:30.939,106-2024-12-12,0.08828244836917248,0.2676829240423736,0.2461698330438488,0.01970434307360216,2.076,0.24420501371038217,-0.07656963055605405,2.074,1.548,0.09308221423487986,2.082,bluti,F,5,1,,0
57,01103F97C4,not first visit,2024-12-12 10:27:20.277763,control,nah,0.0,2024-12-12,2024-12-12 10:27:20.944,107-2024-12-12,0.18306894265391516,0.7772357851130944,0.6230952539978567,0.05814861121835392,1.996,0.62106577793741,-0.3828524651552481,1.995,1.228,0.05711765787126617,1.274,greti,M ,5,1,0.0,1
58,3B0019F652,not first visit,2024-12-12 10:28:12.288147,control,nah,0.0,2024-12-12,2024-12-12 10:28:12.944,108-2024-12-12,0.08786716000027876,0.37917534250473933,0.2936533499569938,0.03200067412330854,1.955,0.2896764723892761,-0.2132859681948675,1.951,1.344,0.13217415937027946,1.95,bluti,F,5,1,0.0,0
59,3B0019F652,not first visit,2024-12-12 10:29:26.323855,control,nah,0.0,2024-12-12,2024-12-12 10:29:27.945,109-2024-12-12,0.08872265564646316,0.4045955883120671,0.32283544543344567,0.036543573426613914,1.459,0.3170737752888379,-0.25099984112335605,1.456,1.197,0.03238571704811935,1.335,bluti,F,5,1,0.0,0
60,01103F97C4,not first visit,2024-12-12 10:30:39.290873,control,nah,0.0,2024-12-12,2024-12-12 10:30:40.947,112-2024-12-12,0.16070100171313714,0.7914770292343847,0.5916357654346689,0.041690136865712914,0.93,0.5868798160612354,-0.4686563815222883,0.928,0.022,0.02225863156313306,0.001,greti,M ,5,1,0.0,0
61,3B0019F652,not first visit,2024-12-12 10:34:59.507549,control,nah,0.0,2024-12-12,2024-12-12 10:35:00.950,115-2024-12-12,0.08816075687207685,0.14364934448082076,0.14195771190170556,0.02455512133470224,0.039,0.14195771190170556,0.0152963844258091,0.039,1.424,0.0193544484860998,0.033,bluti,F,5,1,0.0,0
62,3B00199DE5,not first visit,2024-12-12 11:17:28.135711,control,nah,0.0,2024-12-12,2024-12-12 11:17:28.922,117-2024-12-12,0.10098946511555927,0.16320345983735152,0.15929464158480935,0.02286944501116035,0.385,0.15918857285717863,0.022826071628487044,0.386,0.386,0.0309456456531132,0.455,bluti,M,5,1,0.0,0
