,id,event2,datetime,bodyweight,impulse,duration
0,3B00485E69,2-2024-12-12,2024-12-12 08:10:02.198,0.1003716349868282,0.011352113455113375,0.056999999999999995
1,3B0018A99B,3-2024-12-12,2024-12-12 08:10:08.199,0.0957532417517765,0.012700426938607366,0.052999999999999936
2,3B0019B8CC,6-2024-12-12,2024-12-12 08:10:49.196,0.15180369451217,0.023051487022251356,0.06099999999999994
3,3B00485E69,7-2024-12-12,2024-12-12 08:10:57.198,0.1003716349868282,0.010503565626444165,0.061999999999999944
4,3B00190DF0,8-2024-12-12,2024-12-12 08:11:14.199,0.1906751993966664,0.02272536286122101,0.05500000000000005
5,3B0018A99B,10-2024-12-12,2024-12-12 08:11:52.199,0.0900283078525872,0.010540216392180439,0.04899999999999993
6,3B0019B8CC,12-2024-12-12,2024-12-12 08:12:39.199,0.1236071218042097,0.025090184349418156,0.062000000000000055
7,3B00192E1E,15-2024-12-12,2024-12-12 08:14:10.200,0.0925595481434056,0.01012698839165552,0.07000000000000006
8,3B00190DF0,16-2024-12-12,2024-12-12 08:14:18.199,0.1690468732225562,0.023653547341802847,0.06700000000000017
9,3B00190DF0,19-2024-12-12,2024-12-12 08:15:47.203,0.171130492337593,0.02559596205343963,0.06299999999999994
10,3B00199DE5,21-2024-12-12,2024-12-12 08:17:06.201,0.1056314595246609,0.010971172777363957,0.052999999999999936
11,01103F9A64,23-2024-12-12,2024-12-12 08:18:14.203,0.1759666147760053,0.02704112684082053,0.05400000000000005
12,3B00192E1E,24-2024-12-12,2024-12-12 08:18:29.204,0.1007525158752752,0.008220055327462403,0.07500000000000007
13,01103F97C4,26-2024-12-12,2024-12-12 08:19:02.204,0.1563245354636973,0.021326610655879173,0.08099999999999996
14,3B0018C6F9,27-2024-12-12,2024-12-12 08:19:21.203,0.0940380930727395,0.011895822482597036,0.04999999999999999
15,01103F9A64,28-2024-12-12,2024-12-12 08:19:59.203,0.1759666147760053,0.02618786702024092,0.053999999999999826
16,01103F97C4,31-2024-12-12,2024-12-12 08:21:12.205,0.155154530578441,0.02150895882992688,0.06299999999999972
17,01103F97C4,32-2024-12-12,2024-12-12 08:46:08.931,0.1541020392611531,0.020469257776507956,0.07000000000000006
18,01103F97C4,33-2024-12-12,2024-12-12 08:47:29.793,0.1454097309290527,0.024064010316938486,0.07100000000000017
19,01103F97C4,34-2024-12-12,2024-12-12 08:48:53.707,0.1538276144547512,0.019869556936608565,0.05400000000000027
20,3B0018A99B,36-2024-12-12,2024-12-12 08:49:48.708,0.0909047652974699,0.01420484271926937,0.052000000000000046
21,01103F97C4,38-2024-12-12,2024-12-12 08:52:20.710,0.1830689426539151,0.01993951062263819,0.05300000000000016
22,01103F97C4,40-2024-12-12,2024-12-12 08:54:56.712,0.1551487991080589,0.020288935748825437,0.05799999999999983
23,3B0018C6F9,42-2024-12-12,2024-12-12 09:02:52.718,0.0960000556949006,0.010864598129039584,0.050999999999999934
24,3B00192E1E,43-2024-12-12,2024-12-12 09:03:12.719,0.0948046991302478,0.011997703874356327,0.05800000000000005
25,01103FA4B2,44-2024-12-12,2024-12-12 09:05:17.720,0.0957187474240355,0.01226463916097815,0.05899999999999994
26,3B00190DF0,46-2024-12-12,2024-12-12 09:07:29.723,0.1906751993966664,0.02485233987198962,0.05800000000000005
27,3B00190DF0,48-2024-12-12,2024-12-12 09:09:07.721,0.1906751993966663,0.02345502903414167,0.07000000000000006
28,3B0018C2F6,51-2024-12-12,2024-12-12 09:12:09.725,0.1599103303268931,0.029416909389271686,0.05799999999999983
29,3B0018A99B,52-2024-12-12,2024-12-12 09:13:07.728,0.0957532417517765,0.00429689213645098,0.03399999999999992
30,3B0019B8CC,55-2024-12-12,2024-12-12 09:15:44.728,0.1572272238629591,0.019823794924567727,0.05399999999999994
31,3B0019B8CC,56-2024-12-12,2024-12-12 09:17:05.727,0.1571938658585049,0.02042558087346327,0.06799999999999984
32,01103F97C4,62-2024-12-12,2024-12-12 09:20:09.730,0.1830689426539151,0.018262227460644716,0.06500000000000017
33,3B0019B8CC,63-2024-12-12,2024-12-12 09:21:57.731,0.1655222122526258,0.023474556528505875,0.05899999999999994
34,3B0019B8CC,64-2024-12-12,2024-12-12 09:22:29.731,0.1518122563305938,0.024131833635533607,0.07299999999999995
35,01103FA4B2,66-2024-12-12,2024-12-12 09:24:27.732,0.098222119807347,0.012349971032841108,0.04899999999999993
36,3B00192E1E,68-2024-12-12,2024-12-12 09:29:07.737,0.1007525158752752,0.012165160702977556,0.05500000000000016
37,3B0019B8CC,70-2024-12-12,2024-12-12 09:29:57.738,0.1321772210951913,0.024166133802084603,0.07000000000000006
38,01103FA4B2,71-2024-12-12,2024-12-12 09:30:00.736,0.0998638530150309,0.012590964714427184,0.06299999999999994
39,3B0018C6F9,73-2024-12-12,2024-12-12 09:32:23.738,0.0977696388825897,0.011950828988370852,0.07499999999999996
40,3B0018C6F9,74-2024-12-12,2024-12-12 09:32:55.737,0.0987089112257854,0.014134783923131444,0.040000000000000036
41,3B00192E1E,75-2024-12-12,2024-12-12 09:33:02.739,0.0965485915430936,0.009737180969509991,0.06599999999999995
42,3B001874E8,76-2024-12-12,2024-12-12 09:33:26.738,0.0996212151425038,0.012783700120631614,0.07099999999999973
43,3B001874E8,77-2024-12-12,2024-12-12 09:34:33.739,0.1009690872903297,0.010945288879656637,0.05699999999999994
44,3B001874E8,78-2024-12-12,2024-12-12 09:35:57.740,0.1018111252855716,0.009257422085626112,0.062000000000000055
45,3B001874E8,79-2024-12-12,2024-12-12 09:37:03.741,0.1012087837868147,0.009862930018571765,0.06699999999999973
46,3B001874E8,80-2024-12-12,2024-12-12 09:38:57.734,0.1017470288828172,0.011715602863735717,0.057000000000000384
47,3B0019B8CC,82-2024-12-12,2024-12-12 09:43:21.690,0.1633288520650801,0.02232904743078881,0.05699999999999994
48,3B0019B8CC,86-2024-12-12,2024-12-12 09:45:59.691,0.157227223862959,0.01953436545048936,0.05899999999999994
49,3B004CD4DE,87-2024-12-12,2024-12-12 09:46:09.694,0.0976341387270341,0.012225580074367285,0.052999999999999936
50,3B00192E1E,88-2024-12-12,2024-12-12 09:47:10.693,0.0987010746926538,0.009339743174828545,0.07099999999999995
51,3B00192E1E,89-2024-12-12,2024-12-12 09:48:32.693,0.0966401887879415,0.009505484112699775,0.06999999999999984
52,3B00192E1E,90-2024-12-12,2024-12-12 09:49:22.695,0.1007525158752752,0.012811460699884905,0.062000000000000055
53,01103FA4B2,91-2024-12-12,2024-12-12 09:49:38.696,0.1028782571970058,0.012139886857911699,0.06300000000000006
54,3B0018C2F6,93-2024-12-12,2024-12-12 09:50:15.694,0.1667305440480093,0.02482870319880014,0.05500000000000016
55,3B0018A99B,96-2024-12-12,2024-12-12 09:57:00.699,0.0957532417517765,0.0046607841388472335,0.035999999999999976
56,3B0018A99B,98-2024-12-12,2024-12-12 09:57:23.699,0.0957532417517765,0.00034502475460818283,0.02299999999999991
57,01103FA4B2,99-2024-12-12,2024-12-12 09:58:46.700,0.1028782571970058,0.004255121161659462,0.03400000000000003
58,3B00199DE5,102-2024-12-12,2024-12-12 10:04:24.703,0.1056314595246609,0.015015477966213567,0.08200000000000002
59,3B0018C6F9,103-2024-12-12,2024-12-12 10:04:31.703,0.0940380930727395,0.006058164015691645,0.038000000000000034
60,01103F97C4,105-2024-12-12,2024-12-12 10:05:33.705,0.1830689426539151,0.022190484833471184,0.07299999999999995
61,3B0019F652,106-2024-12-12,2024-12-12 10:19:32.939,0.0882824483691724,0.005249941860904107,0.04800000000000004
62,01103F97C4,107-2024-12-12,2024-12-12 10:27:21.946,0.1830689426539151,0.017745197467553767,0.05600000000000005
63,3B0019F652,108-2024-12-12,2024-12-12 10:28:13.944,0.0878671600002787,0.009402937130591326,0.06099999999999994
64,3B0019F652,109-2024-12-12,2024-12-12 10:29:28.948,0.0887226556464631,0.008892077340279511,0.05600000000000005
65,3B001857EE,110-2024-12-12,2024-12-12 10:29:36.947,0.0917963177164509,0.010799996224786656,0.06599999999999984
66,3B00190DF0,114-2024-12-12,2024-12-12 10:34:24.949,0.1906751993966664,0.028540266603958066,0.06699999999999995
67,01103F88A1,116-2024-12-12,2024-12-12 11:15:18.921,0.1192401311160238,0.012535626043591945,0.07
68,3B00190DF0,118-2024-12-12,2024-12-12 11:18:48.924,0.1887009468288907,0.031503876710360555,0.052000000000000046
69,01103FA4B2,119-2024-12-12,2024-12-12 11:47:52.900,0.1028782571970057,0.023569165991329535,0.07200000000000006
70,01103FD2E8,121-2024-12-12,2024-12-12 11:48:39.901,0.1370626531250129,0.016761100933249427,0.09499999999999997
71,3B0019B8CC,122-2024-12-12,2024-12-12 11:48:54.901,0.157227223862959,0.024002650120724417,0.08099999999999996
72,3B0019B8CC,126-2024-12-12,2024-12-12 11:50:32.902,0.157227223862959,0.022044912868551456,0.07899999999999996
73,3B00192E1E,127-2024-12-12,2024-12-12 11:50:50.901,0.1007525158752752,0.009974823604722526,0.061
74,01103FD2E8,129-2024-12-12,2024-12-12 11:51:02.902,0.1370626531250129,0.0156167557329336,0.088
75,01103F97C4,132-2024-12-12,2024-12-12 11:52:30.902,0.1560198741991211,0.022188846643188348,0.07000000000000006
