,id,status,visit_datetime,day,datetime,t12,t23,t34,t45,v1,v2,v3,v4,avg.v,acc1,acc2,acc3,avg.acc,species,sex,age
0,3B0018C6F9,Arrive,2024-12-11 08:00:47.726152,2024-12-11,2024-12-11 08:00:48.289,0.2829999923706054,0.1310000419616699,0.057999849319458,0.0670001506805419,0.4770318149804379,1.0305340210463478,2.3275922538424543,2.0149208416512763,1.0018552237551588,2.6739234790578323,13.725491840276211,-5.002742595058848,0.7043937435104433,bluti,M,6
1,3B0018C6F9,Depart,2024-12-11 08:00:50.939834,2024-12-11,2024-12-11 08:00:48.289,0.2829999923706054,0.1310000419616699,0.057999849319458,0.0670001506805419,0.4770318149804379,1.0305340210463478,2.3275922538424543,2.0149208416512763,1.0018552237551588,2.6739234790578323,13.725491840276211,-5.002742595058848,0.7043937435104433,bluti,M,6
2,3B00185E23,Arrive,2024-12-11 08:02:36.441403,2024-12-11,2024-12-11 08:02:36.599,0.1340000629425048,0.0690000057220459,0.059000015258789,0.0739998817443847,1.0074622133418265,1.95652157687962,2.288135001454757,1.82432723968838,1.6071430213597524,9.350335394280822,5.181458909679227,-6.974558209700104,-2.518182425532334,bluti,M,6
3,3B00185E23,Depart,2024-12-11 08:02:38.848206,2024-12-11,2024-12-11 08:02:36.599,0.1340000629425048,0.0690000057220459,0.059000015258789,0.0739998817443847,1.0074622133418265,1.95652157687962,2.288135001454757,1.82432723968838,1.6071430213597524,9.350335394280822,5.181458909679227,-6.974558209700104,-2.518182425532334,bluti,M,6
4,3B00185CB8,Arrive,2024-12-11 08:05:55.050197,2024-12-11,2024-12-11 08:05:55.755,0.1439998149871826,0.0629999637603759,0.0720000267028808,0.0650000572204589,0.9375012045120774,2.142858375498125,1.874999304612736,2.07692124857866,1.5697680685315074,11.64597545252462,-3.968282811964984,2.947763799603398,-1.8374899913325475,bluti,F,6
5,3B00185CB8,Arrive,2024-12-11 08:05:55.050197,2024-12-11,2024-12-11 08:05:57.182,1.996000051498413,0.1430001258850097,0.0639998912811279,0.0690000057220459,0.0676352687960375,0.9440551129903,2.109378583269693,1.95652157687962,0.2376760485563766,0.8194668270353876,11.259163030349969,-2.2986033799172896,1.901955004634216,bluti,F,6
6,3B00185CB8,Depart,2024-12-11 08:05:58.265433,2024-12-11,2024-12-11 08:05:55.755,0.1439998149871826,0.0629999637603759,0.0720000267028808,0.0650000572204589,0.9375012045120774,2.142858375498125,1.874999304612736,2.07692124857866,1.5697680685315074,11.64597545252462,-3.968282811964984,2.947763799603398,-1.8374899913325475,bluti,F,6
7,3B00185CB8,Depart,2024-12-11 08:05:58.265433,2024-12-11,2024-12-11 08:05:57.182,1.996000051498413,0.1430001258850097,0.0639998912811279,0.0690000057220459,0.0676352687960375,0.9440551129903,2.109378583269693,1.95652157687962,0.2376760485563766,0.8194668270353876,11.259163030349969,-2.2986033799172896,1.901955004634216,bluti,F,6
8,01103FA4B2,Arrive,2024-12-11 08:06:14.121337,2024-12-11,2024-12-11 08:06:16.031,0.1320002079010009,0.0639998912811279,0.0639998912811279,0.0750000476837158,1.0227256619266,2.109378583269693,2.109378583269693,1.799998855591548,1.611940114953327,11.088289504724628,0.0,-4.451508827732567,-2.617824288961626,bluti,M,6
9,01103FA4B2,Depart,2024-12-11 08:06:18.540958,2024-12-11,2024-12-11 08:06:16.031,0.1320002079010009,0.0639998912811279,0.0639998912811279,0.0750000476837158,1.0227256619266,2.109378583269693,2.109378583269693,1.799998855591548,1.611940114953327,11.088289504724628,0.0,-4.451508827732567,-2.617824288961626,bluti,M,6
10,3B00185CB8,Arrive,2024-12-11 08:07:11.435147,2024-12-11,2024-12-11 08:07:12.539,0.1280000209808349,0.0639998912811279,0.0670001506805419,0.0669999122619628,1.0546873271232755,2.109378583269693,2.0149208416512763,2.014928011728786,1.6564418437802366,10.986372271956109,-1.4421024635405024,0.0001070160319703,-2.600771277139532,bluti,F,6
11,3B00185CB8,Depart,2024-12-11 08:07:14.246435,2024-12-11,2024-12-11 08:07:12.539,0.1280000209808349,0.0639998912811279,0.0670001506805419,0.0669999122619628,1.0546873271232755,2.109378583269693,2.0149208416512763,2.014928011728786,1.6564418437802366,10.986372271956109,-1.4421024635405024,0.0001070160319703,-2.600771277139532,bluti,F,6
12,3B00190DF0,Arrive,2024-12-11 08:07:30.684511,2024-12-11,2024-12-11 08:07:32.956,0.1289999485015869,0.1380000114440918,0.062000036239624,0.0769999027252197,1.0465120456876715,0.9782607884398098,2.177418082115925,1.7532489681416643,1.330049592251277,-0.5112454493382508,11.991570077748058,-6.103155398960904,-1.7005864705217937,greti,M,6
13,3B00190DF0,Depart,2024-12-11 08:07:35.109889,2024-12-11,2024-12-11 08:07:32.956,0.1289999485015869,0.1380000114440918,0.062000036239624,0.0769999027252197,1.0465120456876715,0.9782607884398098,2.177418082115925,1.7532489681416643,1.330049592251277,-0.5112454493382508,11.991570077748058,-6.103155398960904,-1.7005864705217937,greti,M,6
14,3B00185CB8,Arrive,2024-12-11 08:09:27.244589,2024-12-11,2024-12-11 08:09:27.324,1.002000093460083,0.0690000057220459,0.0699999332427978,0.0650000572204589,0.1347305263553631,1.95652157687962,1.9285732678022216,2.07692124857866,0.4477611607464992,3.4020371275697743,-0.4021341201375167,2.197748018609148,1.8765784627207616,bluti,F,6
15,3B00185CB8,Depart,2024-12-11 08:09:30.255995,2024-12-11,2024-12-11 08:09:27.324,1.002000093460083,0.0690000057220459,0.0699999332427978,0.0650000572204589,0.1347305263553631,1.95652157687962,1.9285732678022216,2.07692124857866,0.4477611607464992,3.4020371275697743,-0.4021341201375167,2.197748018609148,1.8765784627207616,bluti,F,6
